AddressL1,City,State,Outcode,Incode,Lat,Long
691 Overlook St,Athabasca,AB,T9S,M8P,54.7139,-113.2942
784 Swanson Dr,Torbay,LB,A1K,N2L,47.6542,-52.7367
99 White Street,Camrose,AB,T4V,N4C,53.0204,-112.8129
844 Glenridge Drive,Petawawa,ON,K8H,G2V,45.9151,-77.2754
689 6th St,Charny,QC,G6X,H3T,46.7228,-71.2788
26 Manhattan Street,Strathmore,AB,T1P,N0S,51.0459,-113.3967
97 Marshall St,Kingston,ON,E5S,J9V,45.3571,-66.0858
8983 Saxton Ave,Bass River,NB,E4T,A9B,46.3026,-64.9648
145 Lower River St,Becancour,QC,G9H,R1P,46.3445,-72.4369
9359 W San Pablo Ave,Cold Lake,AB,T9M,V4C,54.4127,-110.2162
108 Newcastle Rd,La Malbaie,QC,G5A,N9C,47.6259,-70.0967
1 Aspen St,Caraquet,NB,E1W,E8S,47.7624,-65.0324
8568 Bay Meadows Drive,Donnacona,QC,G3M,S7L,46.6725,-71.7368
483 Prospect Street,Place Desjardins,QC,H5B,H5G,45.5066,-73.5623
395 Sunset St,Hawkesbury,ON,K6A,C3N,45.6101,-74.6085
9941 Southampton Ave,Laterrière,QC,G7N,H7A,48.3084,-71.1104
5 Manor Station Court,Acton,ON,L7J,R9T,43.634,-80.0491
9018 Main Ave,Penetanguishene,ON,L9M,C0Y,44.7672,-79.9385
85 Lyme St,Mount Pearl,LB,A1N,T7H,47.5203,-52.7789
474 Southampton Street,Albanel,QC,G8M,C2E,48.8892,-72.1938
733 East University Court,Fabreville,QC,H7P,H3R,45.5917,-73.8293
9417 Marvon Drive,Magog,QC,J1X,H4J,45.282,-72.139
4 South Maiden St,Flin Flon,MB,R8A,H9K,54.76,-101.8704
9792 Sunset St,Grimsby,ON,L3M,H2H,43.2005,-79.6292
85 Pilgrim Street,Place Bonaventure,QC,H5A,R9G,45.503,-73.5679
634 Sunbeam Ave,Williams Lake,BC,V2G,K9B,52.1276,-122.1271
874 North King Drive,Saltspring Island,BC,V8K,S1V,48.9145,-123.5657
450 Pacific Lane,Drayton Valley,AB,T7A,M0C,53.2165,-114.9893
19 Wilson Rd,Campobello Island,NB,E5E,N6V,44.887,-66.95
1 South Park Lane,Nelson,BC,V1L,H7K,49.4832,-117.3031
692 Jennings Drive,Delhi,ON,N4B,H5G,42.824,-80.4811
94 Courtland St,High River,AB,T1V,B7Y,50.5775,-113.8747
7723 Clark Ave,Fourchu,NS,B2J,H8Y,45.3747,-63.2951
8532 E Brewery Street,Harvey,NB,E6K,T4C,45.6975,-66.9557
9689 Beechwood Ave,Canterbury,NB,E6H,Y1J,45.7207,-67.6516
47 Fairview St,Fort Frances,ON,P9A,V1R,48.6075,-93.3869
648 Bridge Ave,Estevan,SK,S4A,B9J,49.1433,-102.9987
8884 Whitemarsh Street,Grand Manan Island,NB,E5G,L6B,44.6586,-66.8625
9301 Country Dr,La Sarre,QC,J9Z,H7M,48.8131,-79.2026
543 Hartford Street,Campobello Island,NB,E5E,E2H,44.887,-66.95
8764 Lancaster Dr,Elliot Lake,ON,P5A,Y6S,46.372,-82.6721
68 South Oak Valley Street,Beauharnois,QC,J6N,M8H,45.3577,-73.7851
690 Canal Lane,Labrador City,LB,A2V,X0R,52.9348,-66.9145
9710 Ryan Street,Tecumseh Outskirts,ON,N8N,B4X,42.3326,-82.8926
650 Santa Clara Ave,Maisonneuve,QC,H1V,P6V,45.5702,-73.551
52 Ridgewood Drive,Amos,QC,J9T,N9Y,48.5837,-78.1002
1 University St,Swift Current,SK,S9H,A0P,50.2875,-107.8113
318 Bayport Rd,Ste. Anne,MB,R5H,Y4K,49.6667,-96.648
7 Saxton Street,Smiths Creek,NB,E4G,L9M,45.9078,-65.5334
65 College St,Greenfield Park,QC,J4V,L5N,45.4926,-73.4473
24 Rosewood Circle,Youngs Cove,NB,E4C,A5R,45.808,-65.9652
9264 Circle Ave,Kedgwick,NB,E8B,T3T,47.6454,-67.3437
9187 Bridle Ave,Grand Falls,LB,A2A,C9K,48.9249,-55.6493
8974 Foxrun Drive,Sackville,NB,E4L,T4P,45.8919,-64.3699
800 Arrowhead Lane,Dorchester,NB,E4K,N4X,46.0477,-64.6202
8758 Helen Road,Degelis,QC,G5T,B2V,47.5521,-68.6441
51 Chestnut St,Senneville,QC,H9K,J4V,45.4643,-73.8936
228 Tallwood Ave,Degelis,QC,G5T,R5P,47.5521,-68.6441
410 North Hilltop Street,Norton,NB,E5T,A1C,45.6769,-65.884
19 Birchpond Dr,Windsor,ON,A2B,S9V,48.949,-55.6725
58 West Argyle St,Lepreau,NB,E5J,V2L,45.2116,-66.3491
1 Middle River Street,The Pas,MB,R9A,Y3N,53.8228,-101.2356
587 Mountainview St,Ponoka,AB,T4J,A6H,52.6649,-113.5823
7 Littleton Ave,Hillsborough,NB,E4H,G3L,45.9078,-64.8245
933 W Manor Street,Red Deer County,AB,T4E,K7H,52.2911,-113.7027
975 South Ohio Court,Yarmouth,NS,B5A,R3G,43.8245,-66.1207
59 Rock Creek St,Gananoque,ON,K7G,N3K,44.3319,-76.1471
9071 W Orange Drive,Morden,MB,R6M,H6M,49.1861,-98.1204
1 Division Rd,Bass River,NB,E4T,L7B,46.3026,-64.9648
7510 Iroquois Court,Belledune,NB,E8G,P5R,47.8741,-65.9102
449 Plymouth Street,Courtice,ON,L1E,Y5N,43.914,-78.6925
9540 Old Jefferson Court,Port Moody,BC,V3H,H0G,49.2707,-122.883
9586 Longfellow Ave,Flin Flon,MB,R8A,S2B,54.76,-101.8704
523 West Cemetery Lane,Kincardine,ON,N2Z,G5B,44.1821,-81.6373
439 E Pin Oak Court,Laterrière,QC,G7N,P9C,48.3084,-71.1104
9907 Nicolls Rd,Lacombe,AB,T4L,C3N,52.36,-114.3736
208 Hillside Ave,Yellowknife,NT,X1A,P5E,62.4725,-114.3417
87 Homewood Street,Beauharnois,QC,J6N,L0L,45.3577,-73.7851
84 N Studebaker St,Coaticook,QC,J1A,N3J,45.1563,-71.8095
325 Windfall St,Windsor,LB,A2B,S7N,48.949,-55.6725
856 Elm Dr,Alliston,ON,L9R,P2X,44.1513,-79.8744
5 West Mayflower St,Vegreville,AB,T9C,X1X,53.4874,-112.0636
816 W Jockey Hollow Lane,Stratford,PE,C1B,L3R,46.2067,-63.0729
9241 West Circle,Saltspring Island,BC,V8K,E2J,48.9145,-123.5657
4 Golf Avenue,Barrhead,AB,T7N,M9B,54.1136,-114.3932
24 Marvon St,Leamington,ON,N8H,N6M,42.0606,-82.6029
459 Lookout Ave,Dorchester,NB,E4K,C1C,46.0477,-64.6202
7505 S Oxford St,Wetaskiwin,AB,T9A,R8A,52.9741,-113.3646
97 Vine Road,Kingsville,ON,N9Y,V9G,42.0377,-82.7394
9089 Sage Street,Canterbury,NB,E6H,J4L,45.7207,-67.6516
42 West Miles Dr,Lamèque,NB,E8T,J1J,47.792,-64.652
729 West Bishop Court,Estevan,SK,S4A,L6H,49.1433,-102.9987
950 Cedarwood St,Gaspé,QC,G4X,X0R,48.8319,-64.4813
40 Ryan St,Strathmore,AB,T1P,N1K,51.0459,-113.3967
52 Sugar Street,Dauphin,MB,R7N,X4H,51.1465,-100.0421
183 Union St,The Pas,MB,R9A,J1Y,53.8228,-101.2356
9925 Harrison Street,Carbonear,LB,A1Y,K9M,48.9268,-55.6613
909 Homewood Court,Kimberley,BC,V1A,B3C,49.6626,-115.9667
71 Sherwood St,La Malbaie,QC,G5A,Y8M,47.6259,-70.0967
7329 Mechanic Ave,Lloydminster,SK,T9V,A4S,53.2786,-110.0233
683 El Dorado St,Delson,QC,J5B,L0G,45.4024,-73.5376
52 2nd St,La Prairie,QC,J5R,V3M,45.3973,-73.5284
889 Augusta Rd,Christmas Island,NS,B1T,X4V,46.1122,-60.2372
8565 Lincoln Rd,Fourchu,NS,B2J,Y2G,45.3747,-63.2951
19 Cobblestone Dr,Sackville,NB,E4L,M8L,45.8919,-64.3699
37 Birchpond Rd,Millville,NB,E6E,R5R,46.1296,-67.1953
9633 Overlook Lane,Elizabethtown,ON,K6T,P7Y,44.618,-75.6895
25 Wall Ave,Meaford,ON,N4L,N9H,44.6079,-80.5922
71 4th Ave,Bonnyville,AB,T9N,X0A,54.2678,-110.7324
7143 Lincoln Dr,Fort St. John,BC,V1J,K3N,56.2306,-120.8277
619 Bayport Street,Dauphin,MB,R7N,E6Y,51.1465,-100.0421
6 Pheasant Ave,Winfield,BC,V4V,Y1M,50.0734,-119.4444
42 East Liberty St,Millville,NB,E6E,N1C,46.1296,-67.1953
163 Kirkland Ave,Elliot Lake,ON,P5A,N4A,46.372,-82.6721
942 Carson Street,Yarmouth,NS,B5A,S4G,43.8245,-66.1207
9195 Chapel St,Barrhead,AB,T7N,G2G,54.1136,-114.3932
7 Locust Dr,Big Bras d'Or,NS,B1X,E3V,46.2667,-60.4333
312 West Orchard Court,Paris,ON,N3L,V1J,43.1834,-80.3749
71 Mammoth Lane,Kirkland Lake,ON,P2N,L3E,48.151,-80.0328
7621 Paris Hill Ave,Baker Brook,NB,E7A,N0L,47.2542,-68.7211
579 High Point Ave,Meadow Lake,SK,S9X,K9E,54.132,-108.4314
805 Brown St,Harrietsfield,NS,B3V,L3V,44.5682,-63.6177
9302 Cedar Road,Arnprior,ON,K7S,K4S,45.4238,-76.3624
8911 Goldfield Avenue,Morinville,AB,T8R,P7V,53.7903,-113.646
7046 Wentworth Street,Lachute,QC,J8H,B3M,45.6484,-74.3406
67 Wayne Street,Powell River,BC,V8A,L0P,49.8021,-124.5124
7508 Thatcher Road,Terrace,BC,V8G,L8B,54.5058,-128.5823
9993 Pin Oak Drive,Langley City,BC,V3A,T4M,49.0764,-122.6797
8916 Fifth Lane,Manuels,LB,A1W,Y1P,47.5329,-52.9132
892 Virginia Lane,Stratford,PE,C1B,S6B,46.2067,-63.0729
34 Railroad Ave,Simcoe,ON,N3Y,B7L,42.8126,-80.3091
9317 Briarwood Circle,Eskasoni,NS,B1W,N0C,45.9245,-60.6449
9048 Andover Drive,Magog,QC,J1X,N7R,45.282,-72.139
162 Pheasant Lane,Dawson Creek,BC,V1G,J9T,55.7741,-120.2533
9897 Adams Ave,Mount Pearl,LB,A1N,V5T,47.5203,-52.7789
25 Snake Hill Street,Nicolet,QC,J3T,S1A,46.2326,-72.5995
20 Heritage St,New Glasgow,NS,B2H,L1Y,45.5937,-62.6585
887 Edgewater St,Vegreville,AB,T9C,S9E,53.4874,-112.0636
711 South Argyle Drive,Langley City,BC,V3A,C8Y,49.0764,-122.6797
8238 West Rockcrest Ave,Trail,BC,V1R,X1V,49.1135,-117.716
7056 Park Drive,Edson,AB,T7E,P0S,53.5908,-116.4104
296 Meadow Ave,Pitt Meadows,BC,V3Y,G5H,49.2273,-122.6883
7255 N Edgemont Ave,Neguac,NB,E9G,E7E,47.2316,-65.1378
55 Inverness Drive,Bathurst,NB,E2A,V4L,47.6605,-65.6414
7834 E Fairground Street,Stouffville,ON,L4A,Y9C,43.9707,-79.2503
925 Dunbar Dr,Wainwright,AB,T9W,R3P,52.8403,-110.8704
961 Primrose Avenue,Orillia,ON,L3V,E2P,44.6039,-79.4126
5 Alton Street,Steinbach,MB,R5G,L8K,49.5264,-96.6867
522 North Pawnee Street,Magog,QC,J1X,C5S,45.282,-72.139
7878 Shadow Brook Lane,Maisonneuve,QC,H1V,K7E,45.5702,-73.551
8693 Edgewood Dr,Trail,BC,V1R,S7T,49.1135,-117.716
9348 Bow Ridge Street,Cocagne,NB,E4R,A9B,46.2324,-64.785
8373 Beechwood Ave,Mercier,QC,J6R,M8G,45.3063,-73.748
951 W Lees Creek Ave,Castlegar,BC,V1N,R7N,49.3298,-117.6607
7735 Nut Swamp St,Baden,ON,N3A,E1H,43.4161,-80.688
381 College Rd,Hillsborough,NB,E4H,G2Y,45.9078,-64.8245
464 Sleepy Hollow Rd,Boiestown,NB,E6A,C0K,46.2767,-66.7384
153B S 10th Street,Stony Plain,AB,T7Z,C5V,53.5202,-114.0135
7 Leatherwood Road,Senneville,QC,H9K,G3C,45.4643,-73.8936
809 Summer St,Christmas Island,NS,B1T,P6T,46.1122,-60.2372
34 Tailwater Rd,Delson,QC,J5B,K5M,45.4024,-73.5376
9312 Locust St,Huntsville,ON,P1H,C4L,45.3272,-79.2151
8812 Wakehurst Ave,King City,ON,L7B,V1S,43.9327,-79.5104
2 Princess St,Caledonia,ON,N3W,X6M,43.0776,-79.9639
191 Sussex St,Dunnville,ON,N1A,X2G,42.9132,-79.6101
753 Gartner Drive,Plessisville,QC,G6L,L8C,46.2255,-71.7779
9338 Littleton Court,Coaticook,QC,J1A,N5C,45.1563,-71.8095
211 Foster Drive,St. Andrews,NB,E5B,R1V,45.0732,-67.0428
3 Glen Ridge Ave,Dunnville,ON,N1A,A3J,42.9132,-79.6101
194 White Ave,Penticton,BC,V2A,V2C,49.5031,-119.5905
7847 E Victoria St,Red Bank,NB,E9E,X3M,46.9795,-65.6715
168 Smith Dr,Lantz,NS,B2S,L5A,44.9775,-63.4209
7528 Gates Street,Merritt,BC,V1K,M4X,50.1076,-120.7755
24 South Old York Ave,Russell,ON,K4R,C5C,45.2573,-75.3675
8866 High Noon St,Gagetown,NB,E5M,S7C,45.6287,-66.1751
41 Lakewood Street,Collingwood,ON,L9Y,N6S,44.5029,-80.2176
7713 Branch Ave,Dryden,ON,P8N,L9J,49.7856,-92.8364
450 Elmwood St,Gaspé,QC,G4X,N0M,48.8319,-64.4813
9093 Tarkiln Hill Street,Sussex,NB,E4E,S7H,45.7223,-65.5108
900 Chapel Rd,Tour de la Bourse,QC,H4Z,H3V,45.5003,-73.5621
12 North Bow Ridge Drive,Varennes,QC,J3X,X9A,45.6911,-73.4312
645 Amerige Street,Thetford Mines,QC,G6G,H6V,46.1134,-71.3108
76 Sunnyslope Road,Roberval,QC,G8H,T7X,48.5044,-72.2165
616 Smith Store Ave,Truro,NS,B2N,J6K,45.3486,-63.3029
364 Goldfield Ave,Lloydminster,SK,T9V,H7H,53.2786,-110.0233
869 Garden Court,Devon,AB,T9G,P1P,53.3632,-113.7286
97 Wentworth Ave,Cocagne,NB,E4R,K0Y,46.2324,-64.785
7781 Primrose St,Corner Brook,LB,A2H,R8H,48.9654,-57.9225
873 Country Club Lane,Strathmore,AB,T1P,R3L,51.0459,-113.3967
966 Jockey Hollow St,Centreville,NB,E7K,V0M,46.4328,-67.7105
8373 Bradford St,Boucherville,QC,J4B,B4X,45.5685,-73.423
9819 North Edgefield Avenue,Dominion,NS,B1G,M6N,46.2063,-60.0255
7145 North Greenrose Ave,Bridgewater,NS,B4V,K0T,44.3683,-64.506
8127 South Military Street,Red Deer County,AB,T4E,H8J,52.2911,-113.7027
898 Stonybrook St,Youngs Cove,NB,E4C,Y0G,45.808,-65.9652
858 University Street,Meadow Lake,SK,S9X,T6V,54.132,-108.4314
92 Manchester Dr,Laterrière,QC,G7N,N1B,48.3084,-71.1104
8665 Bay St,Wolfville,NS,B4P,L7A,45.0917,-64.3599
9595A Wild Rose St,Glace Bay,NS,B1A,B7A,46.1794,-59.9477
398 Edgemont St,Red Deer County,AB,T4E,K4H,52.2911,-113.7027
27 Lakeshore Lane,Comox,BC,V9M,C0L,49.6728,-124.947
841 Primrose Ave,Gagetown,NB,E5M,Y5L,45.6287,-66.1751
25 Catherine Dr,Keswick,ON,L4P,V2S,44.2421,-79.4818
130 Rocky River Street,St. George,NB,E5C,X7S,45.2441,-66.9929
121 Shirley Ave,Lockport,MB,R1B,T6L,50.0958,-96.9329
82 Nut Swamp Dr,New Glasgow,NS,B2H,K8A,45.5937,-62.6585
74 Lookout St,Trenton,ON,K8V,L0R,44.1106,-77.5569
9740 Arcadia Court,Chambly,QC,J3L,N3E,45.4694,-73.289
9078 Hartford St,Port Alberni,BC,V9Y,M3M,49.2197,-124.8101
943 Santa Clara Street,Allardville,NB,E8L,P3X,47.5887,-65.0979
827 Glendale Lane,Wolfville,NS,B4P,A1R,45.0917,-64.3599
399 Surrey Street,Wolfville,NS,B4P,P4Y,45.0917,-64.3599
324 South Woodside St,Rogersville,NB,E4Y,B4T,46.7333,-65.4489
9770 Honey Creek Drive,Place Desjardins,QC,H5B,K4K,45.5066,-73.5623
7073 4th St,Marieville,QC,J3M,G4L,45.4355,-73.1738
80 Cherry Hill St,Sturgeon Falls,ON,P2B,V6A,46.3664,-79.9178
8968 Jefferson Street,Sturgeon Falls,ON,P2B,A6V,46.3664,-79.9178
592 Vine Lane,La Plaine,QC,J7M,S5T,45.7915,-73.7559
8145 Longfellow Court,Lockport,MB,R1B,Y3S,50.0958,-96.9329
971 S 10th Rd,Beauharnois,QC,J6N,V2E,45.3577,-73.7851
544 Carson St,Place Bonaventure,QC,H5A,B7Y,45.503,-73.5679
7958 West Cross St,Aylmer,ON,N5H,H1N,42.7797,-80.9864
608 Elm Street,Plessisville,QC,G6L,J7X,46.2255,-71.7779
240 Sierra Rd,Woodstock,NB,E7M,K2N,46.1368,-67.5817
7409 Mayfield Street,Delson,QC,J5B,M7A,45.4024,-73.5376
434 Kirkland Dr,Degelis,QC,G5T,H1C,47.5521,-68.6441
966 Ocean Drive,Nackawic,NB,E6G,K9B,45.9942,-67.2397
52 Smith St,Yorkton,SK,S3N,X8B,51.202,-102.457
7994 Thompson Lane,Hinton,AB,T7V,T3N,53.3981,-117.5552
538 Kent St,Cochrane,AB,T4C,L3V,51.1896,-114.4774
879 SW Wintergreen Drive,Kirkland,QC,H9J,B0X,45.469,-73.8862
203 Galvin Lane,Mount Pearl,LB,A1N,R7R,47.5203,-52.7789
2 North St,Doaktown,NB,E9C,A5E,46.4477,-66.2584
8713 Gartner Lane,Big Bras d'Or,NS,B1X,Y0V,46.2667,-60.4333
9327 Creek Dr,Smiths Falls,ON,K7A,C2K,44.8995,-76.021
68 Liberty Street,Campobello Island,NB,E5E,X4R,44.887,-66.95
10 8th Street,Dorval Outskirts,QC,H9P,C5V,45.4617,-73.7305
327 S Victoria Street,Inkerman,NB,E8P,H6C,47.6656,-64.9543
712 Bay Ave,Gananoque,ON,K7G,N8P,44.3319,-76.1471
36 Clay St,Dunnville,ON,N1A,G0N,42.9132,-79.6101
2 Kirkland Drive,Glace Bay,NS,B1A,R6A,46.1794,-59.9477
18 Old John Dr,Blackville,NB,E9B,B1G,46.7772,-65.8638
370 Griffin Ave,Bracebridge,ON,P1L,Y9L,45.057,-79.3366
79 Spring Street,Waverley,NS,B2R,M7V,44.7431,-63.5144
76 Garden Ave,Collingwood,ON,L9Y,E3M,44.5029,-80.2176
65 E Alton St,L'Épiphanie,QC,J5X,J7J,45.8508,-73.4824
7588 E Squaw Creek St,Leduc,AB,T9E,E7J,53.2524,-113.5388
110 Poor House St,Coverdale,NB,E1J,N9G,45.9829,-64.8634
7083 Marsh Ave,Stittsville,ON,K2S,R5R,45.2573,-75.9153
95 Oklahoma St,Port Perry,ON,L9L,N7P,44.0905,-78.9479
81 Plymouth St,Grand Manan Island,NB,E5G,Y2J,44.6586,-66.8625
179 East Pin Oak St,Brooks,AB,T1R,V7E,50.5659,-111.8896
9671 Gainsway Street,Maisonneuve,QC,H1V,G9V,45.5702,-73.551
8923 Dunbar Lane,Aylmer,ON,N5H,R9E,42.7797,-80.9864
157 Glenwood Dr,Grand Manan Island,NB,E5G,G9V,44.6586,-66.8625
8467 St Louis Street,Georgetown,ON,L7G,T8S,43.644,-79.8787
4 Hillcrest Ave,Aylmer,ON,N5H,L9E,42.7797,-80.9864
989 Lafayette Lane,Quesnel,BC,V2J,T9P,52.9692,-122.5057
382 East Meadowbrook Avenue,Old Montreal,QC,H2Y,L5G,45.508,-73.554
850 Madison Ave,Simcoe,ON,N3Y,J9E,42.8126,-80.3091
24 North Wilson St,Metchosin,BC,V9C,J7V,48.4544,-123.458
655 Oak Valley Lane,Chelsea,QC,J9B,T9A,45.4039,-75.826
265 Longfellow Street,Neguac,NB,E9G,A4G,47.2316,-65.1378
7073 San Carlos Ave,Shippagan,NB,E8S,P6S,47.7456,-64.7143
16 S Marlborough Street,Amqui,QC,G5J,K9R,48.4584,-67.4333
18 Selby Dr,Richibucto,NB,E4W,M3E,46.6493,-64.8842
627 Campfire Rd,Drayton Valley,AB,T7A,H5Y,53.2165,-114.9893
7830 San Carlos Dr,Terrace,BC,V8G,B8P,54.5058,-128.5823
621 Birchpond Lane,Woodstock,NB,E7M,A1P,46.1368,-67.5817
8599 Sage Street,Roxboro,QC,H8Y,S5S,45.5145,-73.8162
8222 Boston Ave,Inkerman,NB,E8P,H4R,47.6656,-64.9543
7389 South 53rd Ave,Penetanguishene,ON,L9M,G3C,44.7672,-79.9385
1 Lake View St,Gananoque,ON,K7G,M8B,44.3319,-76.1471
7309 Poplar St,Winfield,BC,V4V,N5E,50.0734,-119.4444
81 Tanglewood St,Tecumseh Outskirts,ON,N8N,C4V,42.3326,-82.8926
81 Manor Station Dr,Pierrefonds,QC,H8Z,H4R,45.5135,-73.8389
727 Ridge Ave,Big Bras d'Or,NS,B1X,L7X,46.2667,-60.4333
8 E Pennington Dr,Lepreau,NB,E5J,V5Y,45.2116,-66.3491
8130 Shore Ave,Sylvan Lake,AB,T4S,J2T,52.3083,-114.0949
35 Theatre Court,Joliette,QC,J6E,X5S,46.0551,-73.432
68 Indian Summer Street,Riverview,NB,E1B,T7N,46.0738,-64.755
9295 Lantern Rd,Durham Bridge,NB,E6C,M0S,45.9523,-66.6717
84 Belmont Street,Lloydminster,AB,T9V,J5E,53.2786,-110.0233
8977 N Smith Store Circle,Greely,ON,K4P,P1X,45.258,-75.5762
136 Lake View Ave,Highlands,BC,V9B,R2R,48.4519,-123.4417
410 East Tunnel Ave,Caraquet,NB,E1W,M8T,47.7624,-65.0324
55 N Clark Street,Campbellton,NB,E3N,T0K,48.0091,-66.6707
985 Roosevelt St,Sturgeon Falls,ON,P2B,G0Y,46.3664,-79.9178
9486 Garden Court,Dalhousie,NB,E8C,E2Y,48.0477,-66.4004
15 University Ave,Port Hope,ON,L1A,A8P,43.9427,-78.2944
17 N Lincoln Lane,Harvey,NB,E6K,S4G,45.6975,-66.9557
22 Beach Street,Amherst,NS,B4H,R3X,45.8353,-64.2182
711 Honey Creek Lane,Arnprior,ON,K7S,J3E,45.4238,-76.3624
8510 Brickell Street,Blackville,NB,E9B,K8R,46.7772,-65.8638
276 Myrtle St,Sackville,NB,E4L,N0M,45.8919,-64.3699
159 Del Monte Ave,Florenceville,NB,E7L,H5E,46.4418,-67.63
45 Miles St,Yarmouth,NS,B5A,Y3L,43.8245,-66.1207
8460 South Smith Store St,Alliston,ON,L9R,K8G,44.1513,-79.8744
44 Edgefield St,Amherst,NS,B4H,M7N,45.8353,-64.2182
20 Cedar St,Lamèque,NB,E8T,G3S,47.792,-64.652
9705 Virginia Avenue,Canmore,AB,T1W,N0V,51.0868,-115.3384
602 Colonial Lane,Baker Brook,NB,E7A,E3J,47.2542,-68.7211
8138 NW Theatre Court,Listowel,ON,N4W,N5G,43.7315,-80.9533
9459 Willow Circle,Innisfail,AB,T4G,L9E,52.029,-113.9474
7244 Sunbeam St,Loch Lomond,NS,B2E,X4L,45.6272,-61.9977
729 San Juan Drive,Ste. Anne,MB,R5H,V6S,49.6667,-96.648
701 Academy St,Huntsville,ON,P1H,A2X,45.3272,-79.2151
9816 Lantern Street,Paradise,LB,A1L,J3N,47.5363,-52.8389
388 Richardson Lane,Cowansville,QC,J2K,E5E,45.2214,-72.7567
1 Railroad Circle,Terrace,BC,V8G,H2Y,54.5058,-128.5823
92 South St,Bonnyville,AB,T9N,R6L,54.2678,-110.7324
990 Lexington Street,Tecumseh Outskirts,ON,N8N,L9E,42.3326,-82.8926
741 North Beach Court,Valleyfield,QC,J7X,V4C,45.2616,-74.2078
55 Glen Eagles Street,Dunnville,ON,N1A,C2S,42.9132,-79.6101
51 Prairie St,Black Lake,QC,G6H,H9B,46.0654,-71.356
58 Linden Road,Caledon,ON,L7C,C9S,43.7467,-79.8304
9373 Andover St,Drayton Valley,AB,T7A,B7P,53.2165,-114.9893
493 Depot Road,Marion Bridge,NS,B1K,K3X,46.1309,-60.1864
866 10th St,Strathroy,ON,N7G,N8L,42.9625,-81.6081
9618 Anderson Drive,Millville,NB,E6E,T9B,46.1296,-67.1953
967 Fairground St,Dorchester,NB,E4K,N4Y,46.0477,-64.6202
26 Vine St,Red Bank,NB,E9E,M4X,46.9795,-65.6715
942 King Road,Maisonneuve,QC,H1V,X8T,45.5702,-73.551
610 Beacon St,Big Bras d'Or,NS,B1X,A8E,46.2667,-60.4333
345 Rockcrest Dr,Nelson,BC,V1L,K5Y,49.4832,-117.3031
8881 Sussex Street,Petawawa,ON,K8H,B8X,45.9151,-77.2754
9380 SW Rock Maple St,Lepreau,NB,E5J,G9M,45.2116,-66.3491
467 Sleepy Hollow Drive,Alliston,ON,L9R,N5R,44.1513,-79.8744
8796 Lawrence St,Amherst,NS,B4H,M5R,45.8353,-64.2182
800 Mountainview St,Joliette,QC,J6E,V2J,46.0551,-73.432
5 Pawnee Lane,Bouctouche,NB,E4S,T5G,46.4171,-64.9241
804 Sugar St,Marieville,QC,J3M,L5X,45.4355,-73.1738
945 South Main Avenue,Coaticook,QC,J1A,T0C,45.1563,-71.8095
332 Santa Clara Street,Outremont,QC,H2V,E0B,45.5298,-73.6153
503 Grandrose Dr,Gravenhurst,ON,P1P,B9N,44.9451,-79.3549
9945 Randall Mill Street,Fort Erie,ON,L2A,C7G,42.8845,-78.9398
701 Selby St,Innisfil,ON,L9S,V8L,44.2871,-79.6703
112 Golden Star  Dr,Centreville,NB,E7K,G7G,46.4328,-67.7105
12 County Drive,Pennfield,NB,E5H,X7Y,45.0766,-66.77
618 Wild Rose Lane,Youngs Cove,NB,E4C,A6P,45.808,-65.9652
517 Golf Rd,Lockport,MB,R1B,R0K,50.0958,-96.9329
8298 Franklin Street,Carbonear,LB,A1Y,K7E,48.9268,-55.6613
63 Greenview Lane,Bromont,QC,J2L,B6L,45.3161,-72.6501
9591 Glenridge St,Parry Sound,ON,P2A,B2G,45.3405,-80.0365
56 Armstrong Street,Kenora,ON,P9N,K0E,49.7667,-94.4848
75 Third Dr,Penetanguishene,ON,L9M,S9B,44.7672,-79.9385
8578 Bedford Lane,St. George,NB,E5C,L6E,45.2441,-66.9929
711 Tower Ave,Matane,QC,G4W,L7T,48.8526,-67.518
36 S Piper Road,Fort Erie,ON,L2A,N0E,42.8845,-78.9398
9798 Pineknoll Dr,Langley City,BC,V3A,A4B,49.0764,-122.6797
82 Princeton St,Steinbach,MB,R5G,R7V,49.5264,-96.6867
612 William St,Fort Saskatchewan,AB,T8L,K1J,53.6916,-113.2286
47 W Foxrun Lane,Hinton,AB,T7V,B7X,53.3981,-117.5552
78 North Glen Creek St,Penetanguishene,ON,L9M,L7K,44.7672,-79.9385
9423 Glenholme Street,Amherst,NS,B4H,V8H,45.8353,-64.2182
272 Crescent Street,Meaford,ON,N4L,M5G,44.6079,-80.5922
7727 Bedford Road,Doaktown,NB,E9C,C1B,46.4477,-66.2584
776 North Clay Road,Trenton,ON,K8V,G0K,44.1106,-77.5569
948 Sunnyslope Circle,Montmagny,QC,G5V,H6L,46.9984,-70.5595
8440 Border Street,Bath,NB,E7J,N2T,46.5082,-67.5871
746 North Ave,Vegreville,AB,T9C,V2B,53.4874,-112.0636
9817 West Orchard Ave,Gagetown,NB,E5M,T8X,45.6287,-66.1751
121 Division St,Reserve Mines,NS,B1E,G3X,46.2003,-60.0215
70 Wakehurst Street,Lloydminster,AB,T9V,E1X,53.2786,-110.0233
9 Wild Horse St,Dalhousie,NB,E8C,C4K,48.0477,-66.4004
39 Tailwater Street,Gaspé,QC,G4X,P1P,48.8319,-64.4813
